City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Inirida,CO,2022-06-11 18:30:45,3.8653,-67.9239,81.82,91,88,3.56,overcast clouds
262,Petauke,ZM,2022-06-11 18:30:46,-14.2426,31.3253,57.83,62,0,7.78,clear sky
263,Malm,NO,2022-06-11 18:30:46,64.0721,11.2172,57.15,72,100,0.56,overcast clouds
264,Dzerzhinsk,RU,2022-06-11 18:30:47,56.2389,43.4631,58.82,67,0,2.24,clear sky
265,Port Blair,IN,2022-06-11 18:30:47,11.6667,92.75,80.64,89,40,4.61,mist
266,Vila Franca Do Campo,PT,2022-06-11 18:30:48,37.7167,-25.4333,68.2,93,100,7.65,moderate rain
267,Sand,DE,2022-06-11 18:30:49,50.0,10.6,73.45,77,26,1.34,scattered clouds
268,Ugoofaaru,MV,2022-06-11 18:30:49,5.6667,73.0,83.14,75,100,11.36,overcast clouds
269,Nouadhibou,MR,2022-06-11 18:30:50,20.931,-17.0347,71.58,73,0,25.32,sand
270,Namibe,AO,2022-06-11 18:30:50,-15.1961,12.1522,71.51,60,0,7.56,clear sky
271,Kenai,US,2022-06-11 18:30:51,60.5544,-151.2583,55.49,84,100,16.11,overcast clouds
272,Vila Velha,BR,2022-06-11 18:30:51,-20.3297,-40.2925,76.95,77,100,14.0,overcast clouds
273,Zaozhuang,CN,2022-06-11 18:30:52,34.8647,117.5542,71.65,61,100,8.61,overcast clouds
274,Hambantota,LK,2022-06-11 18:30:53,6.1241,81.1185,79.14,94,75,2.3,light rain
275,Olga,RU,2022-06-11 18:30:53,43.7444,135.2892,49.8,96,100,3.02,overcast clouds
276,Teeli,RU,2022-06-11 18:30:54,51.0333,90.2333,62.78,41,33,1.74,scattered clouds
277,Odessa,UA,2022-06-11 18:30:54,46.4775,30.7326,72.52,62,93,7.94,overcast clouds
278,Pisco,PE,2022-06-11 18:30:55,-13.7,-76.2167,65.01,82,20,6.91,mist
279,Ylivieska,FI,2022-06-11 18:31:55,64.0833,24.55,61.88,88,65,6.15,broken clouds
280,Zastron,ZA,2022-06-11 18:31:56,-30.3023,27.084,44.58,48,0,5.06,clear sky
281,Talara,PE,2022-06-11 18:31:57,-4.5772,-81.2719,72.36,68,75,12.66,broken clouds
282,Dajal,PK,2022-06-11 18:31:57,29.5577,70.3762,98.96,28,0,17.58,clear sky
283,Rocha,UY,2022-06-11 18:31:58,-34.4833,-54.3333,50.2,70,49,17.22,scattered clouds
284,Lavrentiya,RU,2022-06-11 18:30:43,65.5833,-171.0,36.23,63,100,18.92,overcast clouds
285,Preston,GB,2022-06-11 18:31:59,53.7667,-2.7167,63.32,84,84,17.13,broken clouds
286,Klaksvik,FO,2022-06-11 18:32:00,62.2266,-6.589,54.52,94,64,10.71,broken clouds
287,Harper,LR,2022-06-11 18:32:00,4.375,-7.7169,75.54,92,100,6.87,moderate rain
288,Camana,PE,2022-06-11 18:32:01,-16.6228,-72.7111,66.27,71,1,9.26,clear sky
289,Luwuk,ID,2022-06-11 18:32:01,-0.9516,122.7875,77.52,86,100,1.23,overcast clouds
290,Olinda,BR,2022-06-11 18:32:02,-8.0089,-34.8553,74.93,94,75,2.3,light rain
291,Upernavik,GL,2022-06-11 18:32:03,72.7868,-56.1549,30.45,79,25,14.09,scattered clouds
292,Isangel,VU,2022-06-11 18:32:03,-19.55,169.2667,76.91,89,100,6.06,overcast clouds
293,Ancona,IT,2022-06-11 18:32:04,43.55,13.1667,75.34,53,0,4.61,clear sky
294,Atar,MR,2022-06-11 18:32:04,20.5169,-13.0499,109.45,17,19,6.91,dust
295,Weligama,LK,2022-06-11 18:32:05,5.9667,80.4167,78.84,88,100,10.18,light rain
296,Padang,ID,2022-06-11 18:32:06,-0.9492,100.3543,71.65,97,100,2.08,moderate rain
297,Pindiga,NG,2022-06-11 18:32:06,9.9833,10.9333,84.24,52,59,9.69,broken clouds
298,Krasnoselkup,RU,2022-06-11 18:32:07,65.7,82.4667,65.73,51,100,16.51,overcast clouds
299,Alofi,NU,2022-06-11 18:32:08,-19.0595,-169.9187,73.29,100,80,9.22,broken clouds
300,Pochutla,MX,2022-06-11 18:32:13,15.7432,-96.4661,87.82,71,95,7.25,overcast clouds
301,Santa Rosa,PH,2022-06-11 18:31:16,14.3122,121.1114,84.18,80,80,2.08,broken clouds
302,San Angelo,US,2022-06-11 18:30:33,31.4638,-100.437,102.94,26,0,13.8,clear sky
303,Belmonte,BR,2022-06-11 18:31:27,-15.8631,-38.8828,78.96,74,100,9.89,overcast clouds
304,Dingle,PH,2022-06-11 18:32:15,10.9995,122.6711,76.6,90,76,2.71,broken clouds
305,Suluq,LY,2022-06-11 18:32:15,31.6682,20.2521,74.07,65,0,14.47,clear sky
306,Katsuura,JP,2022-06-11 18:32:16,35.1333,140.3,64.92,94,100,23.42,light rain
307,Zaozerne,UA,2022-06-11 18:32:17,45.1582,33.2787,69.62,82,100,8.48,overcast clouds
308,Tabas,IR,2022-06-11 18:32:18,33.5959,56.9244,86.11,27,0,13.51,clear sky
309,Sinnamary,GF,2022-06-11 18:28:11,5.3833,-52.95,82.78,71,53,9.24,broken clouds
310,Maceio,BR,2022-06-11 18:27:29,-9.6658,-35.7353,76.44,94,75,4.61,mist
311,Kyshtovka,RU,2022-06-11 18:32:19,56.555,76.6271,55.24,94,0,7.67,clear sky
312,Gouyave,GD,2022-06-11 18:32:20,12.1646,-61.7296,84.97,70,20,29.93,few clouds
313,Sehithwa,BW,2022-06-11 18:32:21,-20.4667,22.7167,56.53,36,0,7.52,clear sky
314,Karpogory,RU,2022-06-11 18:32:21,64.0019,44.4451,46.02,64,0,4.81,clear sky
315,Mutare,ZW,2022-06-11 18:32:22,-18.9707,32.6709,54.25,90,82,0.72,broken clouds
316,Yarkovo,RU,2022-06-11 18:32:22,57.4028,67.0786,52.97,97,22,4.18,few clouds
317,Eydhafushi,MV,2022-06-11 18:32:23,5.1033,73.0708,83.3,74,100,11.07,overcast clouds
318,Quatre Cocos,MU,2022-06-11 18:32:24,-20.2078,57.7625,73.51,72,100,18.3,overcast clouds
319,Grenaa,DK,2022-06-11 18:32:24,56.4158,10.8783,66.42,74,4,13.78,clear sky
320,Najran,SA,2022-06-11 18:32:25,17.4924,44.1277,86.65,12,12,1.88,few clouds
321,Santa Maria,BR,2022-06-11 18:31:00,-29.6842,-53.8069,52.9,35,0,11.5,clear sky
322,Jawhar,SO,2022-06-11 18:33:26,2.7809,45.5005,76.77,82,53,14.16,broken clouds
323,Khairpur Nathan Shah,PK,2022-06-11 18:33:26,27.0936,67.7337,94.71,45,3,14.79,clear sky
324,Buchanan,LR,2022-06-11 18:33:27,5.8808,-10.0467,78.01,84,90,7.83,light rain
325,Kushima,JP,2022-06-11 18:33:28,31.4583,131.2333,65.43,92,89,4.79,overcast clouds
326,Zaysan,KZ,2022-06-11 18:33:28,47.4667,84.8667,72.0,42,99,6.29,overcast clouds
327,Ancud,CL,2022-06-11 18:33:29,-41.8697,-73.8203,50.41,80,100,9.28,overcast clouds
328,Fortuna,US,2022-06-11 18:32:41,40.5982,-124.1573,72.52,81,75,0.0,broken clouds
329,Tarbes,FR,2022-06-11 18:33:30,43.25,0.1667,73.87,68,0,11.5,clear sky
330,Jutiapa,GT,2022-06-11 18:33:31,14.2833,-89.9,83.48,61,100,3.65,overcast clouds
331,Kununurra,AU,2022-06-11 18:31:35,-15.7667,128.7333,66.18,30,80,6.91,broken clouds
332,Atherton,GB,2022-06-11 18:33:32,53.5237,-2.4935,64.06,65,91,8.99,overcast clouds
333,Crixas,BR,2022-06-11 18:33:32,-14.5489,-49.9692,89.11,27,100,4.18,overcast clouds
334,Coihaique,CL,2022-06-11 18:33:26,-45.5752,-72.0662,38.01,80,0,3.44,clear sky
335,Greenville,US,2022-06-11 18:31:01,35.6127,-77.3663,85.95,49,75,8.05,broken clouds
336,Iralaya,HN,2022-06-11 18:33:34,15.0,-83.2333,79.56,81,100,12.73,overcast clouds
337,Tual,ID,2022-06-11 18:33:34,-5.6667,132.75,81.86,77,66,5.21,broken clouds
338,Karlshus,NO,2022-06-11 18:33:35,59.352,10.8723,60.93,80,40,18.41,scattered clouds
339,Sabang,ID,2022-06-11 18:33:36,5.8933,95.3214,83.07,71,100,14.54,overcast clouds
340,Minnedosa,CA,2022-06-11 18:33:37,50.2453,-99.8436,72.16,66,98,5.26,overcast clouds
341,The Valley,AI,2022-06-11 18:33:37,18.217,-63.0578,86.14,70,40,20.71,scattered clouds
342,Mango,US,2022-06-11 18:33:38,27.9797,-82.3065,89.51,79,40,11.5,light intensity drizzle
343,Bolobo,CD,2022-06-11 18:33:39,-2.1667,16.2333,77.18,49,1,0.85,clear sky
344,Karratha,AU,2022-06-11 18:33:39,-20.7377,116.8463,72.64,79,0,8.34,clear sky
345,Revelstoke,CA,2022-06-11 18:30:24,50.9832,-118.2023,59.02,77,100,0.0,overcast clouds
346,Horasan,TR,2022-06-11 18:33:40,40.0458,42.1728,57.78,73,5,3.44,clear sky
347,Vicuna,CL,2022-06-11 18:33:41,-30.0319,-70.7081,47.93,14,0,5.61,clear sky
348,San Pedro,PH,2022-06-11 18:33:41,14.35,121.0167,83.43,83,75,2.3,broken clouds
349,Zhangjiakou,CN,2022-06-11 18:33:42,40.81,114.8794,58.3,91,100,4.05,overcast clouds
350,Touros,BR,2022-06-11 18:33:42,-5.1989,-35.4608,82.31,70,65,7.81,broken clouds
351,Chadiza,ZM,2022-06-11 18:33:43,-14.0678,32.4392,53.94,72,3,4.92,clear sky
352,Kayes,ML,2022-06-11 18:33:44,14.0,-11.0,101.53,19,100,7.83,overcast clouds
353,Kapoeta,SS,2022-06-11 18:33:44,4.7717,33.5903,82.18,44,87,5.7,overcast clouds
354,Matara,LK,2022-06-11 18:33:45,5.9485,80.5353,78.51,89,100,9.91,overcast clouds
355,Waitakere,NZ,2022-06-11 18:33:45,-36.9175,174.6577,54.79,95,75,9.22,broken clouds
356,Balikpapan,ID,2022-06-11 18:33:46,-1.2675,116.8289,74.62,91,92,3.65,overcast clouds
357,Acari,PE,2022-06-11 18:33:47,-15.4311,-74.6158,75.06,50,0,8.16,clear sky
358,Prabumulih,ID,2022-06-11 18:33:47,-3.45,104.25,72.84,99,100,2.59,overcast clouds
359,Los Llanos De Aridane,ES,2022-06-11 18:33:48,28.6585,-17.9182,70.12,86,40,16.11,scattered clouds
360,Dolinsk,RU,2022-06-11 18:32:09,47.35,142.8,42.82,98,100,3.8,overcast clouds
361,Akyab,MM,2022-06-11 18:33:49,20.15,92.9,81.95,85,80,10.33,broken clouds
362,Springdale,US,2022-06-11 18:32:03,36.1867,-94.1288,89.98,64,0,6.91,clear sky
363,Elmira,US,2022-06-11 18:31:51,42.0898,-76.8077,71.92,66,63,6.24,broken clouds
364,Borogontsy,RU,2022-06-11 18:33:50,62.6683,131.1683,52.5,84,98,1.79,light rain
365,Hualmay,PE,2022-06-11 18:33:51,-11.0964,-77.6139,68.52,70,15,12.17,few clouds
366,Codrington,AU,2022-06-11 18:33:52,-38.2667,141.9667,52.25,75,100,18.57,overcast clouds
367,Bathsheba,BB,2022-06-11 18:34:52,13.2167,-59.5167,86.61,66,20,24.16,few clouds
368,Viedma,AR,2022-06-11 18:34:53,-40.8135,-62.9967,62.01,23,54,11.88,broken clouds
369,Chernyshevsk,RU,2022-06-11 18:34:54,52.5243,117.0174,54.16,77,100,2.55,overcast clouds
370,Jonkoping,SE,2022-06-11 18:33:04,57.7814,14.1562,65.91,52,10,10.36,clear sky
371,Xacmaz,AZ,2022-06-11 18:34:55,41.4635,48.806,64.54,61,22,3.67,few clouds
372,Lawton,US,2022-06-11 18:34:55,34.6087,-98.3903,94.41,46,20,6.91,few clouds
373,Kuala Lumpur,MY,2022-06-11 18:34:56,3.1431,101.6865,74.75,94,20,3.44,few clouds
374,Yangshan,CN,2022-06-11 18:34:56,28.7615,115.0287,68.13,91,95,2.66,overcast clouds
375,Raudeberg,NO,2022-06-11 18:34:57,61.9875,5.1352,57.96,73,100,18.32,overcast clouds
376,Petropavlovka,RU,2022-06-11 18:34:57,50.6114,105.3196,51.19,80,1,5.03,clear sky
377,Vilyuysk,RU,2022-06-11 18:33:15,63.7553,121.6247,49.21,82,100,4.56,overcast clouds
378,Thiers,FR,2022-06-11 18:34:58,45.8333,3.5,80.92,67,0,1.52,clear sky
379,Algiers,DZ,2022-06-11 18:32:21,36.7525,3.042,73.22,60,0,13.8,clear sky
380,Isla Aguada,MX,2022-06-11 18:35:00,18.7833,-91.4667,87.84,60,0,2.53,clear sky
381,Lalitpur,NP,2022-06-11 18:35:00,27.6667,85.3333,71.98,88,20,4.61,few clouds
382,Marrakesh,MA,2022-06-11 18:32:45,31.6315,-8.0083,91.47,40,75,9.22,broken clouds
383,Venancio Aires,BR,2022-06-11 18:32:47,-29.6064,-52.1919,57.27,56,0,8.19,clear sky
384,San Vicente,AR,2022-06-11 18:35:02,-26.6167,-54.1333,51.28,38,0,4.68,clear sky
385,Donskoye,RU,2022-06-11 18:35:02,45.4552,41.9741,77.13,46,9,2.55,clear sky
386,Puerto Parra,CO,2022-06-11 18:35:03,6.6515,-74.0573,82.56,60,86,2.04,overcast clouds
387,Katobu,ID,2022-06-11 18:35:04,-4.9408,122.5276,75.52,93,92,3.56,overcast clouds
388,Tevriz,RU,2022-06-11 18:35:04,57.509,72.4042,53.53,99,24,5.14,few clouds
389,Berasia,IN,2022-06-11 18:35:05,23.6333,77.4333,77.45,44,93,14.56,overcast clouds
390,Coari,BR,2022-06-11 18:35:05,-4.085,-63.1414,78.15,73,100,4.16,overcast clouds
391,Xicotencatl,MX,2022-06-11 18:35:06,23.0167,-98.8833,96.48,33,0,11.65,clear sky
392,Mataram,ID,2022-06-11 18:35:07,-8.5833,116.1167,76.01,87,81,3.42,broken clouds
393,Westport,US,2022-06-11 18:33:19,41.1415,-73.3579,77.38,53,100,1.99,overcast clouds
394,Paamiut,GL,2022-06-11 18:35:08,61.994,-49.6678,41.27,78,100,2.64,overcast clouds
395,Kaupanger,NO,2022-06-11 18:35:08,61.1845,7.2404,54.1,67,99,4.81,overcast clouds
396,Lazaro Cardenas,MX,2022-06-11 18:31:52,17.9583,-102.2,88.07,59,53,11.39,broken clouds
397,Beloha,MG,2022-06-11 18:35:09,-25.1667,45.05,67.57,83,2,14.29,clear sky
398,Porto Santo,PT,2022-06-11 18:35:10,33.072,-16.3415,68.38,77,40,13.8,scattered clouds
399,Bilma,NE,2022-06-11 18:35:10,18.6853,12.9164,97.65,12,0,3.4,clear sky
400,Jacareacanga,BR,2022-06-11 18:35:11,-6.2222,-57.7528,87.75,51,93,2.37,overcast clouds
401,Amuntai,ID,2022-06-11 18:35:12,-2.4177,115.2494,73.26,99,96,0.96,overcast clouds
402,At-Bashi,KG,2022-06-11 18:35:12,41.1702,75.8106,56.8,63,83,2.68,broken clouds
403,Hami,CN,2022-06-11 18:35:13,42.8,93.45,75.09,10,0,5.26,clear sky
404,Mudkhed,IN,2022-06-11 18:35:13,19.1667,77.5167,81.57,69,100,13.94,overcast clouds
405,Panorama,GR,2022-06-11 18:35:14,40.5878,23.0315,70.43,79,20,5.75,few clouds
406,Sao Joao Dos Patos,BR,2022-06-11 18:35:15,-6.495,-43.7022,85.28,53,97,7.16,overcast clouds
407,Krasnaya Gora,RU,2022-06-11 18:35:15,52.9995,31.6023,62.26,94,45,5.7,scattered clouds
408,Sorland,NO,2022-06-11 18:35:16,67.667,12.6934,49.86,91,87,6.78,overcast clouds
409,Lompoc,US,2022-06-11 18:35:17,34.6391,-120.4579,95.02,60,0,10.36,clear sky
410,Hilton Head Island,US,2022-06-11 18:32:42,32.2163,-80.7526,91.06,80,100,6.91,thunderstorm
411,Sambava,MG,2022-06-11 18:35:18,-14.2667,50.1667,71.33,83,93,13.82,overcast clouds
412,Powell River,CA,2022-06-11 18:35:18,49.8496,-124.5361,62.01,82,100,10.36,overcast clouds
413,Guerrero Negro,MX,2022-06-11 18:35:19,27.9769,-114.0611,76.75,53,6,14.92,clear sky
414,Sao Jose Da Coroa Grande,BR,2022-06-11 18:36:19,-8.8978,-35.1478,79.41,80,11,4.94,light rain
415,Ziarat,PK,2022-06-11 18:36:20,30.3823,67.7282,64.54,45,0,3.4,clear sky
416,Cap-Aux-Meules,CA,2022-06-11 18:36:20,47.3821,-61.8597,69.82,60,72,23.02,broken clouds
417,Oborniki,PL,2022-06-11 18:36:22,52.6474,16.8141,75.61,60,69,4.05,broken clouds
418,Auki,SB,2022-06-11 18:36:23,-8.7676,160.7034,76.15,87,9,4.18,clear sky
419,Magadan,RU,2022-06-11 18:36:24,59.5667,150.8,36.54,98,100,3.53,overcast clouds
420,Saint-Ambroise,CA,2022-06-11 18:36:24,48.5501,-71.3324,71.91,40,57,11.5,broken clouds
421,Macamic,CA,2022-06-11 18:36:25,48.7502,-78.9996,66.15,55,81,4.52,broken clouds
422,Fethiye,TR,2022-06-11 18:36:25,36.6217,29.1164,73.27,82,2,2.68,clear sky
423,Peski,RU,2022-06-11 18:36:26,55.2163,38.7626,60.21,77,52,4.94,broken clouds
424,High Level,CA,2022-06-11 18:36:26,58.5169,-117.136,64.51,63,40,5.75,scattered clouds
425,Griffith,US,2022-06-11 18:32:58,41.5284,-87.4237,74.39,68,75,8.05,broken clouds
426,Nabire,ID,2022-06-11 18:36:28,-3.3667,135.4833,75.02,91,23,3.0,few clouds
427,Koboko,UG,2022-06-11 18:36:28,3.4136,30.9599,66.42,74,71,3.04,broken clouds
428,Vostok,RU,2022-06-11 18:36:29,46.4856,135.8833,42.78,94,0,3.27,clear sky
429,Sabha,LY,2022-06-11 18:36:29,27.0377,14.4283,88.47,20,0,12.03,clear sky
430,Berck,FR,2022-06-11 18:36:30,50.4,1.6,62.58,72,0,10.36,clear sky
431,Cradock,ZA,2022-06-11 18:36:31,-32.1642,25.6192,56.19,35,36,9.95,scattered clouds
432,Nyurba,RU,2022-06-11 18:36:32,63.2842,118.3319,47.41,91,100,4.65,light rain
433,Gobabis,NA,2022-06-11 18:36:32,-22.45,18.9667,54.05,43,0,12.91,clear sky
434,Mattru,SL,2022-06-11 18:36:33,7.6244,-11.8332,76.6,92,100,3.71,overcast clouds
435,Payo,ID,2022-06-11 18:36:33,-3.7508,103.6372,71.42,98,100,1.95,overcast clouds
436,Salalah,OM,2022-06-11 18:33:08,17.0151,54.0924,87.89,79,75,8.05,broken clouds
437,Mehran,IR,2022-06-11 18:36:34,33.1222,46.1646,92.17,15,0,13.49,clear sky
438,Give,DK,2022-06-11 18:36:35,55.8398,9.25,60.24,72,53,12.66,broken clouds
439,Deniliquin,AU,2022-06-11 18:36:36,-35.5333,144.9667,50.83,62,100,12.77,overcast clouds
440,Tukrah,LY,2022-06-11 18:36:36,32.5341,20.5791,72.97,81,0,14.63,clear sky
441,Hohhot,CN,2022-06-11 18:36:37,40.8106,111.6522,55.69,41,0,4.47,clear sky
442,Oistins,BB,2022-06-11 18:36:37,13.0667,-59.5333,86.09,66,20,24.16,few clouds
443,Solca,RO,2022-06-11 18:36:38,47.7,25.85,62.15,93,99,6.06,overcast clouds
444,Pangnirtung,CA,2022-06-11 18:36:39,66.1451,-65.7125,37.4,87,100,10.36,overcast clouds
445,Maymyo,MM,2022-06-11 18:36:39,22.0333,96.4667,66.61,93,100,0.87,overcast clouds
446,Farmington,US,2022-06-11 18:32:14,36.7281,-108.2187,94.77,12,0,12.66,clear sky
447,Kuryk,KZ,2022-06-11 18:36:40,43.2,51.65,73.47,47,69,8.9,broken clouds
448,Goderich,CA,2022-06-11 18:36:24,43.7501,-81.7165,70.12,60,50,9.22,scattered clouds
449,Almeria,ES,2022-06-11 18:36:41,37.1667,-2.3333,79.43,33,0,6.64,clear sky
450,Itoman,JP,2022-06-11 18:36:42,26.1247,127.6694,77.02,92,100,8.05,overcast clouds
451,Kimbe,PG,2022-06-11 18:36:43,-5.5502,150.1429,74.26,92,5,3.62,clear sky
452,Jasper,US,2022-06-11 18:36:43,37.2001,-94.3502,90.88,64,0,6.91,clear sky
453,Fort Nelson,CA,2022-06-11 18:36:18,58.8053,-122.7002,63.99,59,75,0.0,broken clouds
454,Risor,NO,2022-06-11 18:36:45,58.7206,9.2342,59.77,71,0,20.87,clear sky
455,Batagay-Alyta,RU,2022-06-11 18:36:45,67.8006,130.4114,53.29,51,99,1.77,overcast clouds
456,Hvide Sande,DK,2022-06-11 18:36:46,56.0045,8.1294,58.08,89,60,15.77,broken clouds
457,Marienburg,PL,2022-06-11 18:36:46,54.0359,19.0266,68.85,79,62,4.59,broken clouds
458,Ilhabela,BR,2022-06-11 18:37:47,-23.7781,-45.3581,63.84,85,100,5.35,overcast clouds
459,Souris,CA,2022-06-11 18:37:48,49.6172,-100.2612,74.73,57,76,2.51,broken clouds
460,Chimbote,PE,2022-06-11 18:37:48,-9.0853,-78.5783,68.43,74,19,12.28,few clouds
461,Aswan,EG,2022-06-11 18:37:49,24.0934,32.907,101.5,11,0,3.44,clear sky
462,Morro Bay,US,2022-06-11 18:37:49,35.3658,-120.8499,97.93,44,21,5.01,few clouds
463,Ewa Beach,US,2022-06-11 18:35:47,21.3156,-158.0072,80.6,63,0,13.8,light rain
464,Portland,US,2022-06-11 18:37:01,45.5234,-122.6762,67.08,86,75,1.01,broken clouds
465,Mareeba,AU,2022-06-11 18:37:51,-17.0,145.4333,59.72,95,87,2.62,overcast clouds
466,Ilebo,CD,2022-06-11 18:37:51,-4.3167,20.5833,76.03,48,0,0.85,clear sky
467,Areosa,PT,2022-06-11 18:37:52,41.7178,-8.8571,71.82,75,0,16.26,light rain
468,Pemangkat,ID,2022-06-11 18:37:52,1.1667,108.9667,77.97,83,100,2.57,overcast clouds
469,Zhob,PK,2022-06-11 18:37:53,31.3411,69.4481,81.03,27,0,1.28,clear sky
470,Yumen,CN,2022-06-11 18:35:01,40.2833,97.2,63.19,11,0,5.46,clear sky
471,Lewisporte,CA,2022-06-11 18:37:54,49.2499,-55.0482,73.11,52,100,14.79,overcast clouds
472,Pedasi,PA,2022-06-11 18:37:54,7.5333,-80.0333,78.06,75,100,2.95,overcast clouds
473,Barcelos,PT,2022-06-11 18:37:55,41.5388,-8.6151,89.92,66,0,5.7,clear sky
474,Half Moon Bay,US,2022-06-11 18:37:56,37.4636,-122.4286,94.87,63,0,17.27,clear sky
475,Caucaia,BR,2022-06-11 18:37:56,-3.7361,-38.6531,85.95,70,20,12.66,few clouds
476,Tiksi,RU,2022-06-11 18:37:57,71.6872,128.8694,37.87,76,94,7.18,overcast clouds
477,Benjamin Constant,BR,2022-06-11 18:37:57,-4.3831,-70.0311,77.13,73,75,3.44,broken clouds
478,Qasigiannguit,GL,2022-06-11 18:37:58,68.8193,-51.1922,37.65,82,82,7.11,broken clouds
479,Vanavara,RU,2022-06-11 18:37:14,60.34,102.2797,46.81,72,59,4.76,broken clouds
480,Passo De Camaragibe,BR,2022-06-11 18:37:59,-9.2368,-35.4901,76.55,91,19,3.94,few clouds
481,Carnot,CF,2022-06-11 18:37:59,4.9409,15.8665,74.52,74,23,1.45,light rain
482,Ostrovnoy,RU,2022-06-11 18:38:00,68.0531,39.5131,55.96,60,17,9.06,few clouds
483,Te Anau,NZ,2022-06-11 18:38:01,-45.4167,167.7167,39.06,97,100,5.93,light rain
484,Jhusi,IN,2022-06-11 18:38:02,25.4333,81.9333,98.1,15,0,3.13,clear sky
485,La Palma,US,2022-06-11 18:38:02,33.8464,-118.0467,97.95,63,0,5.75,haze
486,Biryusinsk,RU,2022-06-11 18:38:03,55.9634,97.8235,54.91,69,40,4.85,scattered clouds
487,Chegutu,ZW,2022-06-11 18:38:03,-18.1302,30.1407,53.26,81,0,9.44,clear sky
488,Gasa,PS,2022-06-11 18:34:14,31.5,34.4667,82.89,38,0,9.4,clear sky
489,Mpika,ZM,2022-06-11 18:38:04,-11.8343,31.4529,52.25,76,3,3.62,clear sky
490,Biak,ID,2022-06-11 18:38:06,-0.9131,122.8766,76.3,84,100,0.27,overcast clouds
491,La Pintada,CO,2022-06-11 18:38:07,5.7487,-75.6063,88.34,60,88,1.14,overcast clouds
492,San Policarpo,PH,2022-06-11 18:38:07,12.1791,125.5072,79.16,80,29,5.75,scattered clouds
493,Talnakh,RU,2022-06-11 18:38:08,69.4865,88.3972,54.21,51,98,7.52,overcast clouds
494,Whitecourt,CA,2022-06-11 18:38:09,54.1502,-115.6855,65.44,45,75,16.11,broken clouds
495,Savelugu,GH,2022-06-11 18:38:09,9.6244,-0.8253,85.78,55,78,5.59,light rain
496,Oksfjord,NO,2022-06-11 18:38:10,70.2396,22.3479,54.0,90,100,1.21,overcast clouds
497,Yulara,AU,2022-06-11 18:38:11,-25.2406,130.9889,44.67,60,6,6.76,clear sky
498,Road Town,VG,2022-06-11 18:37:12,18.4167,-64.6167,87.89,70,20,16.11,few clouds
499,Nelson Bay,AU,2022-06-11 18:38:11,-32.7167,152.15,51.1,61,0,3.0,clear sky
500,Qeshm,IR,2022-06-11 18:38:12,26.9581,56.2719,89.47,71,0,5.93,clear sky
501,Moranbah,AU,2022-06-11 18:38:13,-22.0016,148.0466,47.14,68,80,7.38,broken clouds
502,San Vicente De Canete,PE,2022-06-11 18:38:13,-13.0751,-76.3835,67.37,73,38,8.16,scattered clouds
503,Koutsouras,GR,2022-06-11 18:38:14,35.0339,25.9469,75.11,63,15,5.35,few clouds
504,Hamilton,US,2022-06-11 18:34:02,39.1834,-84.5333,78.26,67,40,8.05,scattered clouds
505,Erenhot,CN,2022-06-11 18:39:15,43.6475,111.9767,56.68,58,96,18.03,overcast clouds
506,Halifax,CA,2022-06-11 18:36:33,44.6453,-63.5724,75.52,60,100,5.01,overcast clouds
507,Petropavlovsk-Kamchatskiy,RU,2022-06-11 18:39:16,53.0452,158.6483,39.79,100,100,4.47,fog
508,Ossora,RU,2022-06-11 18:39:16,59.2353,163.0719,45.16,74,100,3.98,overcast clouds
509,Saint Anthony,US,2022-06-11 18:39:17,45.0205,-93.218,78.42,57,75,6.91,broken clouds
510,Egersund,NO,2022-06-11 18:39:18,58.4513,5.9997,58.08,93,44,13.42,scattered clouds
511,La Rioja,ES,2022-06-11 18:39:21,42.25,-2.5,71.38,82,100,4.14,overcast clouds
512,Mahibadhoo,MV,2022-06-11 18:39:22,3.7833,72.9667,82.92,75,100,10.71,overcast clouds
513,Bonthe,SL,2022-06-11 18:39:22,7.5264,-12.505,80.26,79,100,8.55,overcast clouds
514,Chara,RU,2022-06-11 18:39:23,56.9064,118.2631,54.72,90,100,3.09,light rain
515,Ambilobe,MG,2022-06-11 18:39:24,-13.2,49.05,69.6,81,45,4.7,scattered clouds
516,San Jose,US,2022-06-11 18:37:04,37.3394,-121.895,94.48,30,20,8.99,few clouds
517,Swan Hill,AU,2022-06-11 18:39:25,-35.3378,143.5544,51.1,62,100,14.12,overcast clouds
518,Tutoia,BR,2022-06-11 18:37:32,-2.7619,-42.2744,80.47,83,100,9.73,overcast clouds
519,Mayo,US,2022-06-11 18:39:26,38.8876,-76.5119,72.66,83,100,4.61,overcast clouds
520,Margate,GB,2022-06-11 18:39:27,51.3813,1.3862,66.69,62,36,5.01,scattered clouds
521,Port Hedland,AU,2022-06-11 18:39:27,-20.3167,118.5667,68.05,88,100,4.61,overcast clouds
522,Karasuk,RU,2022-06-11 18:39:28,53.7377,78.0403,62.46,60,0,8.08,clear sky
523,Likasi,CD,2022-06-11 18:39:28,-10.9814,26.7333,57.29,68,5,3.69,clear sky
524,Belyy Yar,RU,2022-06-11 18:39:29,53.6039,91.3903,60.69,65,0,0.0,clear sky
525,Nisia Floresta,BR,2022-06-11 18:39:22,-6.0911,-35.2086,86.81,81,68,6.33,broken clouds
